Liability / Asset,Currency of Issue (all figures in AUD equivalent),Funding Group,Instrument,date,value
ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2022-06-30,88352311693.19
ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2023-06-30,84215863360.18
ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2023-08-31,76325936173.29
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2003-06-30,-42184058883.7403
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2004-06-30,-36090153197.0254
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2005-06-30,-26051176942.6202
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2006-06-30,-32479987435.8675
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2007-06-30,-29560961900.1765
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2008-06-30,-23128300828.079
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2009-06-30,-62426118501.448
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2010-06-30,-113337382750.047
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2011-06-30,-163230169555.994
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2012-06-30,-205391816352.132
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2013-06-30,-225567594576.391
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2014-06-30,-283878060072.803
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2015-06-30,-327943124835
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2016-06-30,-386515454863
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2017-06-30,-440170980295
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2018-06-30,-484843550478
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2019-06-30,-508996444627.23
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2020-06-30,-610873051052.25
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2021-06-30,-757025144803.06
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2022-06-30,-806900199067.31
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2023-06-30,-805574078480.07
Total Net LIABILITY and ASSET,Total Net LIABILITY and ASSET,Total AUD/Non-AUD ASSET,Total AUD/Non-AUD ASSET,2023-08-31,-821953905038.329
