date_held,tender_number,maturity,isin,date_settled,name,value
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,highest_accepted_yield,2.84
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,highest_bid_yield,3
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,weighted_average_bid,2.8817
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,number_of_bids,14
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,number_of_successful_bids,4
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,number_of_bids_accepted_in_full,2
23/4/2009,7-Sep,22/1/2010,AU2CLTN22012,24/4/2009,settlement_proceeds,293781573
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,amount_offered,600000000
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,amount_allotted,600000000
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,amount_of_bids,2093000000
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,coverage_ratio,3.5
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,weighted_average_issue_yield,2.7574
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,lowest_accepted_yield,2.75
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,highest_accepted_yield,2.77
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,highest_bid_yield,2.98
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,weighted_average_bid,2.8424
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,number_of_bids,20
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,number_of_successful_bids,6
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,number_of_bids_accepted_in_full,4
30/4/2009,8-Sep,31/7/2009,AU2CLTN31070,1/5/2009,settlement_proceeds,595903444
